severity,category,shot_id,session_id,club,carry,total,ball_speed,club_speed,smash,launch_angle,back_spin,reason
HIGH,smash_factor,43032_88640_1337519,43032,1 Iron,278.7,297.3,161.8,113.5,1.43,9.76,2937,smash=1.43 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,43032_88640_1337520,43032,1 Iron,276.9,295.7,162.8,111.2,1.46,8.59,2692,smash=1.46 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,43032_88640_1337522,43032,1 Iron,242.7,257.3,144.3,95.8,1.51,17.23,4599,smash=1.51 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,43032_88640_1337523,43032,1 Iron,213.9,226.6,132.9,88.7,1.5,20.49,5116,smash=1.50 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,43032_88640_1337525,43032,1 Iron,216.9,228.4,135.6,91.8,1.48,18.09,5833,smash=1.48 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,43032_88640_1337529,43032,1 Iron,301.2,322.7,163.0,112.7,1.45,14.61,2520,smash=1.45 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,43032_88640_1337531,43032,1 Iron,211.2,224.8,129.3,86.3,1.5,21.94,4698,smash=1.50 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,43032_88640_1337532,43032,1 Iron,240.0,255.2,141.8,94.4,1.5,18.52,4278,smash=1.50 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,43032_88640_1337542,43032,1 Iron,222.9,238.0,155.9,106.1,1.47,4.18,3082,smash=1.47 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,43032_88640_1337543,43032,1 Iron,292.0,308.4,165.4,115.5,1.43,12.42,3355,smash=1.43 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,43032_88640_1337546,43032,1 Iron,219.2,231.3,135.6,90.4,1.5,18.26,5505,smash=1.50 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,43032_88640_1337548,43032,1 Iron,254.2,271.2,145.7,99.7,1.46,16.11,3668,smash=1.46 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,43032_88640_1337549,43032,1 Iron,250.8,267.1,145.5,100.1,1.45,16.56,3904,smash=1.45 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='1 Iron')
HIGH,smash_factor,42646_87818_1327761,42646,7 Iron,262.7,278.2,156.3,107.7,1.45,9.73,3972,smash=1.45 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='7 Iron')
HIGH,smash_factor,42646_87818_1327764,42646,7 Iron,1.5,30.1,158.5,109.5,1.45,-3.52,1111,smash=1.45 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='7 Iron')
HIGH,smash_factor,42646_87818_1327765,42646,7 Iron,270.9,294.7,146.8,99.9,1.47,14.94,1631,smash=1.47 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='7 Iron')
HIGH,smash_factor,42646_87818_1327766,42646,7 Iron,273.6,290.5,158.8,105.4,1.51,9.86,3498,smash=1.51 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='7 Iron')
HIGH,smash_factor,42646_87818_1327767,42646,7 Iron,202.9,217.1,155.7,103.3,1.51,2.22,3044,smash=1.51 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='7 Iron')
HIGH,smash_factor,42646_87818_1327768,42646,7 Iron,211.9,225.6,156.5,103.8,1.51,2.12,3360,smash=1.51 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='7 Iron')
HIGH,smash_factor,42646_87818_1327769,42646,7 Iron,257.1,278.2,143.8,103.2,1.39,14.75,2057,smash=1.39 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='7 Iron')
HIGH,smash_factor,42646_87818_1327770,42646,7 Iron,272.1,290.7,156.9,103.7,1.51,9.5,2772,smash=1.51 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='7 Iron')
HIGH,smash_factor,42646_87818_1327771,42646,7 Iron,260.6,282.0,156.3,112.6,1.39,9.43,1843,smash=1.39 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='7 Iron')
HIGH,smash_factor,42646_87818_1327779,42646,7 Iron,196.8,206.7,127.5,91.9,1.39,15.96,6393,smash=1.39 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='7 Iron')
HIGH,smash_factor,42455_87412_1322307,42455,6 Iron,212.2,223.3,133.7,95.4,1.4,16.06,5971,smash=1.40 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='6 Iron')
HIGH,smash_factor,42455_87412_1322308,42455,6 Iron,212.3,224.0,132.8,93.9,1.41,15.84,5647,smash=1.41 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='6 Iron')
HIGH,smash_factor,42455_87412_1322309,42455,6 Iron,209.9,221.7,131.0,93.8,1.4,16.55,5485,smash=1.40 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='6 Iron')
HIGH,smash_factor,42455_87412_1322310,42455,6 Iron,211.7,222.3,134.2,94.7,1.42,17.93,6264,smash=1.42 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='6 Iron')
HIGH,smash_factor,42116_86769_1314553,42116,6 Iron,209.7,219.7,133.8,95.4,1.4,17.51,6519,smash=1.40 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='6 Iron')
HIGH,smash_factor,42116_86769_1314562,42116,6 Iron,208.4,219.3,131.7,94.5,1.39,17.94,6012,smash=1.39 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='6 Iron')
HIGH,smash_factor,41893_86284_1308566,41893,8 Iron Dst Trainer Warmup,153.0,163.5,105.6,76.6,1.38,16.43,5070,smash=1.38 exceeds Short Iron max (1.35) — possible wrong club or sensor error (club='8 Iron Dst Trainer Warmup')
HIGH,smash_factor,41893_86284_1308567,41893,8 Iron Dst Trainer Warmup,158.1,168.5,107.3,76.3,1.41,17.11,5298,smash=1.41 exceeds Short Iron max (1.35) — possible wrong club or sensor error (club='8 Iron Dst Trainer Warmup')
HIGH,smash_factor,41893_86284_1308568,41893,8 Iron Dst Trainer Warmup,149.4,159.9,103.7,74.2,1.4,16.18,5009,smash=1.40 exceeds Short Iron max (1.35) — possible wrong club or sensor error (club='8 Iron Dst Trainer Warmup')
HIGH,smash_factor,41893_86284_1308570,41893,8 Iron Dst Trainer Warmup,154.8,164.5,105.3,76.8,1.37,19.0,5713,smash=1.37 exceeds Short Iron max (1.35) — possible wrong club or sensor error (club='8 Iron Dst Trainer Warmup')
HIGH,smash_factor,41511_85589_1298335,41511,6 Iron,201.6,211.6,129.9,93.5,1.39,15.84,6493,smash=1.39 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='6 Iron')
HIGH,smash_factor,41511_85589_1298336,41511,6 Iron,182.3,191.6,121.2,86.8,1.4,14.83,6557,smash=1.40 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='6 Iron')
HIGH,smash_factor,41511_85589_1298339,41511,6 Iron,193.8,204.2,125.4,86.9,1.44,15.13,6018,smash=1.44 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='6 Iron')
HIGH,smash_factor,41422_85398_1296156,41422,8 Iron,165.0,172.4,112.2,81.2,1.38,21.02,7481,smash=1.38 exceeds Short Iron max (1.35) — possible wrong club or sensor error (club='8 Iron')
HIGH,smash_factor,41422_85398_1296160,41422,8 Iron,149.8,156.9,104.3,70.6,1.48,22.76,7441,smash=1.48 exceeds Short Iron max (1.35) — possible wrong club or sensor error (club='8 Iron')
HIGH,smash_factor,26818_56919_899748,26818,Wedge Pitching | Medium,177.1,187.1,116.3,88.7,1.31,19.16,6065,smash=1.31 exceeds Wedge max (1.3) — possible wrong club or sensor error (club='Wedge Pitching | Medium')
HIGH,smash_factor,26818_56919_899763,26818,Wedge Pitching | Medium,34.1,41.0,52.3,39.1,1.34,70.97,-50,smash=1.34 exceeds Wedge max (1.3) — possible wrong club or sensor error (club='Wedge Pitching | Medium')
HIGH,smash_factor,26896_57069_901795,26896,8 Iron,167.0,173.1,122.5,86.4,1.42,21.1,7205,smash=1.42 exceeds Short Iron max (1.35) — possible wrong club or sensor error (club='8 Iron')
HIGH,smash_factor,26896_57069_901808,26896,8 Iron,161.8,166.7,119.9,88.4,1.36,19.46,8053,smash=1.36 exceeds Short Iron max (1.35) — possible wrong club or sensor error (club='8 Iron')
HIGH,smash_factor,27056_57328_905443,27056,Wedge Pitching | Premium,123.1,126.1,96.5,66.0,1.46,24.74,8800,smash=1.46 exceeds Wedge max (1.3) — possible wrong club or sensor error (club='Wedge Pitching | Premium')
HIGH,smash_factor,27208_57613_910101,27208,6 Iron,214.4,228.0,131.9,94.1,1.4,14.95,4661,smash=1.40 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='6 Iron')
HIGH,smash_factor,27208_57613_910104,27208,6 Iron,208.7,220.5,130.9,93.3,1.4,17.08,5532,smash=1.40 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='6 Iron')
HIGH,smash_factor,27697_58743_926312,27697,7,213.9,225.1,134.6,96.9,1.39,19.86,5963,smash=1.39 exceeds Mid Iron max (1.38) — possible wrong club or sensor error (club='7')
HIGH,smash_factor,44266_90886_1368765,44266,Iron 1,306.9,329.2,163.1,112.4,1.45,17.75,2468,smash=1.45 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='Iron 1')
HIGH,smash_factor,44266_90886_1368767,44266,Iron 1,267.7,293.1,153.9,106.6,1.44,13.66,1328,smash=1.44 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='Iron 1')
HIGH,smash_factor,44266_90886_1368771,44266,Iron 1,337.6,363.5,168.9,116.1,1.45,17.49,1902,smash=1.45 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='Iron 1')
HIGH,smash_factor,44266_90886_1368775,44266,Iron 1,232.4,246.1,141.1,94.2,1.5,19.92,4815,smash=1.50 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='Iron 1')
HIGH,smash_factor,44266_90886_1368786,44266,Iron 1,249.3,262.9,150.5,99.9,1.51,15.04,5029,smash=1.51 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='Iron 1')
HIGH,smash_factor,44266_90886_1368792,44266,Iron 1,320.3,345.2,162.2,111.0,1.46,17.97,1986,smash=1.46 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='Iron 1')
HIGH,smash_factor,44266_90886_1368795,44266,Iron 1,274.5,304.7,156.3,104.0,1.5,16.22,925,smash=1.50 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='Iron 1')
HIGH,smash_factor,44266_90886_1368805,44266,Iron 1,233.2,250.8,133.5,89.5,1.49,19.55,3127,smash=1.49 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='Iron 1')
HIGH,smash_factor,44266_90886_1368808,44266,Iron 1,281.0,307.1,156.5,105.4,1.48,14.36,1314,smash=1.48 exceeds Long Iron max (1.42) — possible wrong club or sensor error (club='Iron 1')
HIGH,total_vs_carry,43166_88887_1341258,43166,Par 3,123.8,123.4,93.9,88.0,1.07,27.59,12031,total (123.4) < carry (123.8) by 0.4 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,43032_88640_1337515,43032,1 Iron,115.4,114.6,89.9,86.9,1.03,31.08,11818,total (114.6) < carry (115.4) by 0.8 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,43032_88640_1337556,43032,1 Iron,113.4,112.6,88.3,86.7,1.02,30.14,11936,total (112.6) < carry (113.4) by 0.8 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,43032_88641_1337568,43032,Wmup,114.4,113.4,89.3,86.0,1.04,31.03,12027,total (113.4) < carry (114.4) by 1.0 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,42455_87413_1322322,42455,Sgt Sony Open 1,0.7,0.4,7.3,5.5,1.33,71.57,2538,total (0.4) < carry (0.7) by 0.3 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,42119_86773_1314636,42119,Sgt Shadowridge Rd2,118.3,117.4,90.6,88.0,1.03,27.35,12404,total (117.4) < carry (118.3) by 0.9 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,41893_86283_1308526,41893,Sgt Rd 2 Kapalua,110.6,110.4,86.0,82.1,1.05,28.42,11668,total (110.4) < carry (110.6) by 0.2 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,41853_86213_1306950,41853,Sgt Plantation Course,98.9,98.5,80.1,84.6,0.95,32.42,11281,total (98.5) < carry (98.9) by 0.4 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,41853_86214_1306987,41853,Warmup 50,121.3,121.2,92.4,85.6,1.08,28.75,11723,total (121.2) < carry (121.3) by 0.1 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,41721_85947_1303739,41721,Sgt Newport Par 3,111.4,110.4,86.9,87.2,1.0,28.81,12178,total (110.4) < carry (111.4) by 1.0 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,41422_85396_1296117,41422,Silvertip Sgt Tour Rd 1,107.5,106.5,84.6,83.1,1.02,28.23,12089,total (106.5) < carry (107.5) by 1.0 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,41360_85278_1295076,41360,Bag Mapping,107.5,106.3,86.3,83.6,1.03,33.4,11742,total (106.3) < carry (107.5) by 1.2 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,41360_85278_1295079,41360,Bag Mapping,101.0,100.2,82.0,80.8,1.01,33.3,11527,total (100.2) < carry (101.0) by 0.8 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,41360_85278_1295080,41360,Bag Mapping,92.1,91.8,77.2,79.3,0.97,35.82,10761,total (91.8) < carry (92.1) by 0.3 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,41360_85278_1295084,41360,Bag Mapping,90.0,89.1,75.8,81.2,0.93,34.72,11228,total (89.1) < carry (90.0) by 0.9 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,26907_57095_902126,26907,Streamsong Front,91.4,91.1,78.5,82.9,0.95,30.8,10218,total (91.1) < carry (91.4) by 0.3 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,26903_57091_902083,26903,Multi,99.6,98.1,85.5,86.0,0.99,31.01,11281,total (98.1) < carry (99.6) by 1.5 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,26903_57091_902089,26903,Multi,91.4,90.9,78.1,79.6,0.98,26.64,10673,total (90.9) < carry (91.4) by 0.5 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57321_905265,27056,60 Shot Challenge,108.4,108.0,89.6,85.9,1.04,27.53,10834,total (108.0) < carry (108.4) by 0.4 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57321_905286,27056,60 Shot Challenge,96.6,95.3,82.3,82.8,0.99,28.3,11245,total (95.3) < carry (96.6) by 1.3 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57321_905287,27056,60 Shot Challenge,89.2,87.9,77.5,79.8,0.97,29.79,10983,total (87.9) < carry (89.2) by 1.3 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57321_905301,27056,60 Shot Challenge,103.4,103.1,86.1,83.7,1.03,28.16,10650,total (103.1) < carry (103.4) by 0.3 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57321_905307,27056,60 Shot Challenge,83.6,82.2,74.1,77.7,0.95,30.34,10945,total (82.2) < carry (83.6) by 1.4 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57321_905309,27056,60 Shot Challenge,84.1,83.0,73.9,73.9,1.0,28.37,10869,total (83.0) < carry (84.1) by 1.1 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57321_905313,27056,60 Shot Challenge,92.9,92.3,79.4,78.2,1.02,28.27,10705,total (92.3) < carry (92.9) by 0.6 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57321_905315,27056,60 Shot Challenge,94.9,94.2,80.9,80.2,1.01,28.81,10772,total (94.2) < carry (94.9) by 0.7 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57322_905327,27056,Par 3 Tourney,94.6,93.0,81.4,79.8,1.02,29.2,11393,total (93.0) < carry (94.6) by 1.6 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57322_905335,27056,Par 3 Tourney,99.3,97.5,84.7,83.5,1.01,29.25,11591,total (97.5) < carry (99.3) by 1.8 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57322_905339,27056,Par 3 Tourney,83.2,82.6,73.2,71.8,1.02,28.62,10475,total (82.6) < carry (83.2) by 0.6 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57322_905345,27056,Par 3 Tourney,93.7,92.6,80.2,79.9,1.0,28.21,11094,total (92.6) < carry (93.7) by 1.1 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57322_905348,27056,Par 3 Tourney,93.7,93.3,79.9,81.6,0.98,28.76,10477,total (93.3) < carry (93.7) by 0.4 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57322_905363,27056,Par 3 Tourney,94.5,94.3,80.8,79.7,1.01,31.08,10263,total (94.3) < carry (94.5) by 0.2 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,27056_57322_905372,27056,Par 3 Tourney,105.6,105.1,87.9,83.4,1.05,27.87,10811,total (105.1) < carry (105.6) by 0.5 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,28291_59954_942386,28291,Warmup,101.5,100.6,82.3,82.9,0.99,33.29,11568,total (100.6) < carry (101.5) by 0.9 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,28291_59954_942393,28291,Warmup,66.3,65.4,61.7,58.3,1.06,30.7,10818,total (65.4) < carry (66.3) by 0.9 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,28494_60347_947829,28494,Wm,89.9,89.0,74.9,94.1,0.8,31.95,11421,total (89.0) < carry (89.9) by 0.9 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,28494_60350_947934,28494,Path Focus,102.2,101.4,81.3,80.7,1.01,27.98,11920,total (101.4) < carry (102.2) by 0.8 yards — physically impossible (ball can't roll backward)
HIGH,total_vs_carry,28494_60350_947949,28494,Path Focus,98.5,98.0,79.5,81.3,0.98,30.41,11500,total (98.0) < carry (98.5) by 0.5 yards — physically impossible (ball can't roll backward)
MEDIUM,club_normalization,43166_88887_1341250,43166,Par 3,10.2,11.7,22.2,22.7,0.98,35.45,2635,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341251,43166,Par 3,76.3,78.4,66.4,78.3,0.85,33.63,8649,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341252,43166,Par 3,314.8,336.8,158.7,120.0,1.32,17.68,1803,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341253,43166,Par 3,147.5,154.9,102.9,92.4,1.11,19.8,7297,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341254,43166,Par 3,185.6,196.9,119.8,90.4,1.33,16.23,5321,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341255,43166,Par 3,300.4,320.4,164.5,109.3,1.51,11.24,2859,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341256,43166,Par 3,9.9,11.0,23.9,25.7,0.93,26.03,3577,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341257,43166,Par 3,180.3,187.3,121.0,95.2,1.27,21.17,7969,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341258,43166,Par 3,123.8,123.4,93.9,88.0,1.07,27.59,12031,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341259,43166,Par 3,300.6,317.0,165.9,115.5,1.44,13.9,3173,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341260,43166,Par 3,17.0,19.3,28.7,32.0,0.9,36.84,3110,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341261,43166,Par 3,324.8,349.7,164.9,113.4,1.45,16.25,1963,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341262,43166,Par 3,125.7,127.6,93.5,87.8,1.06,25.6,10682,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341263,43166,Par 3,312.2,334.5,164.7,110.4,1.49,13.15,2190,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341264,43166,Par 3,147.4,151.2,104.5,92.0,1.14,23.39,9662,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341265,43166,Par 3,9.7,11.4,23.0,21.3,1.08,28.68,2593,"Club name 'Par 3' appears to be a round/course name, not a real club"
MEDIUM,club_normalization,43166_88887_1341266,43166,Par 3,314.4,332.9,166.1,110.8,1.5,13.51,2476,"Club name 'Par 3' appears to be a round/course name, not a real club"
